product_line,product_family,model_num,region,plant,order_type,month date,qty_actual,average selling price(M),total_est_actual_trade_values(M)
XA,MP,5331625001,EMEA,B410,ZC1,2025-03-01,1,0.064277943,
XA,MP,5331625001,EMEA,B410,ZC1,2025-04-01,2,0.064277943,
XA,MP,5331625001,EMEA,B410,ZGIO,2022-06-01,2,0.064277943,
XA,MP,5331625001,EMEA,B410,ZSD1,2022-08-01,1,0.064277943,
XA,MP,5331625001,EMEA,B410,Trade Orders,2020-09-01,1,0.064277943,0.064277943
XA,MP,5331625001,EMEA,B410,Trade Orders,2020-10-01,1,0.064277943,0.064277943
XA,MP,5331625001,EMEA,B410,Trade Orders,2020-12-01,2,0.064277943,0.128555885
XA,MP,5331625001,EMEA,B410,Trade Orders,2021-05-01,4,0.064277943,0.257111771
XA,MP,5331625001,EMEA,B410,Trade Orders,2021-06-01,4,0.064277943,0.257111771
XA,MP,5331625001,EMEA,B410,Trade Orders,2021-08-01,1,0.064277943,0.064277943
XA,MP,5331625001,EMEA,B410,Trade Orders,2021-09-01,1,0.064277943,0.064277943
XA,MP,5331625001,EMEA,B410,Trade Orders,2021-10-01,1,0.064277943,0.064277943
XA,MP,5331625001,EMEA,B410,Trade Orders,2021-11-01,1,0.064277943,0.064277943
XA,MP,5331625001,EMEA,B410,Trade Orders,2021-12-01,1,0.064277943,0.064277943
XA,MP,5331625001,EMEA,B410,Trade Orders,2022-01-01,1,0.064277943,0.064277943
XA,MP,5331625001,EMEA,B410,Trade Orders,2022-03-01,1,0.064277943,0.064277943
XA,MP,5331625001,EMEA,B410,Trade Orders,2022-05-01,1,0.064277943,0.064277943
XA,MP,5331625001,EMEA,B410,Trade Orders,2022-07-01,1,0.064277943,0.064277943
XA,MP,5331625001,EMEA,B410,Trade Orders,2022-08-01,3,0.064277943,0.192833828
XA,MP,5331625001,EMEA,B410,Trade Orders,2022-10-01,3,0.064277943,0.192833828
XA,MP,5331625001,EMEA,B410,Trade Orders,2022-11-01,1,0.064277943,0.064277943
XA,MP,5331625001,EMEA,B410,Trade Orders,2022-12-01,2,0.064277943,0.128555885
XA,MP,5331625001,EMEA,B410,Trade Orders,2023-03-01,1,0.064277943,0.064277943
XA,MP,5331625001,EMEA,B410,Trade Orders,2023-04-01,1,0.064277943,0.064277943
XA,MP,5331625001,EMEA,B410,Trade Orders,2023-05-01,2,0.064277943,0.128555885
XA,MP,5331625001,EMEA,B410,Trade Orders,2023-06-01,1,0.064277943,0.064277943
XA,MP,5331625001,EMEA,B410,Trade Orders,2023-07-01,1,0.064277943,0.064277943
XA,MP,5331625001,EMEA,B410,Trade Orders,2023-08-01,1,0.064277943,0.064277943
XA,MP,5331625001,EMEA,B410,Trade Orders,2023-09-01,1,0.064277943,0.064277943
XA,MP,5331625001,EMEA,B410,Trade Orders,2023-10-01,2,0.064277943,0.128555885
XA,MP,5331625001,EMEA,B410,Trade Orders,2023-11-01,1,0.064277943,0.064277943
XA,MP,5331625001,EMEA,B410,Trade Orders,2024-01-01,1,0.064277943,0.064277943
XA,MP,5331625001,EMEA,B410,Trade Orders,2024-03-01,2,0.064277943,0.128555885
XA,MP,5331625001,EMEA,B410,Trade Orders,2024-04-01,1,0.064277943,0.064277943
XA,MP,5331625001,EMEA,B410,Trade Orders,2024-05-01,2,0.064277943,0.128555885
XA,MP,5331625001,EMEA,B410,Trade Orders,2024-11-01,3,0.064277943,0.192833828
XA,MP,5331625001,EMEA,B410,Trade Orders,2024-12-01,1,0.064277943,0.064277943
XA,MP,5331625001,EMEA,B410,Trade Orders,2025-07-01,1,0.064277943,0.064277943
XA,MP,5331625001,EMEA,B410,Trade Orders,2025-11-01,1,0.064277943,0.064277943
XA,MP,5331625001,GCFO,R811,Trade Orders,2020-11-01,1,0.074470035,0.074470035
XA,MP,5331625001,GCFO,R811,Trade Orders,2021-01-01,1,0.074470035,0.074470035
XA,MP,5331625001,GCFO,R811,Trade Orders,2021-02-01,1,0.074470035,0.074470035
XA,MP,5331625001,GCFO,R811,Trade Orders,2021-05-01,2,0.074470035,0.14894007
XA,MP,5331625001,GCFO,R811,Trade Orders,2021-06-01,1,0.074470035,0.074470035
XA,MP,5331625001,GCFO,R811,Trade Orders,2021-10-01,2,0.074470035,0.14894007
XA,MP,5331625001,GCFO,R811,Trade Orders,2022-01-01,1,0.074470035,0.074470035
XA,MP,5331625001,GCFO,R811,Trade Orders,2022-03-01,1,0.074470035,0.074470035
XA,MP,5331625001,GCFO,R811,Trade Orders,2022-05-01,2,0.074470035,0.14894007
XA,MP,5331625001,GCFO,R811,Trade Orders,2022-06-01,1,0.074470035,0.074470035
XA,MP,5331625001,GCFO,R811,Trade Orders,2022-07-01,1,0.074470035,0.074470035
XA,MP,5331625001,GCFO,R811,Trade Orders,2022-08-01,1,0.074470035,0.074470035
XA,MP,5331625001,GCFO,R811,Trade Orders,2022-11-01,1,0.074470035,0.074470035
XA,MP,5331625001,GCFO,R811,Trade Orders,2022-12-01,1,0.074470035,0.074470035
XA,MP,5331625001,GCFO,R811,Trade Orders,2023-05-01,1,0.074470035,0.074470035
XA,MP,5331625001,GCFO,R811,Trade Orders,2024-01-01,1,0.074470035,0.074470035
XA,MP,5331625001,GCFO,R811,Trade Orders,2024-05-01,1,0.074470035,0.074470035
XA,MP,5331625001,GCFO,R811,Trade Orders,2024-07-01,1,0.074470035,0.074470035
XA,MP,5331625001,GCFO,R811,Trade Orders,2024-10-01,1,0.074470035,0.074470035
XA,MP,5331625001,GCFO,R811,Trade Orders,2025-07-01,1,0.074470035,0.074470035
XA,MP,5331625001,GCFO,R811,Trade Orders,2025-08-01,1,0.074470035,0.074470035
XA,MP,5331625001,GCFO,R811,Trade Orders,2025-09-01,1,0.074470035,0.074470035
XA,MP,5331625001S,AFO,2810,ZC1,2022-02-01,1,0.063284165,
XA,MP,5331625001S,AFO,2810,ZC1,2022-05-01,1,0.063284165,
XA,MP,5331625001S,AFO,2810,ZC1,2022-06-01,1,0.063284165,
XA,MP,5331625001S,AFO,2810,ZC1,2022-07-01,1,0.063284165,
XA,MP,5331625001S,AFO,2810,ZC1,2023-02-01,1,0.063284165,
XA,MP,5331625001S,AFO,2810,ZC1,2023-03-01,3,0.063284165,
XA,MP,5331625001S,AFO,2810,ZC1,2023-04-01,1,0.063284165,
XA,MP,5331625001S,AFO,2810,ZC1,2023-05-01,1,0.063284165,
XA,MP,5331625001S,AFO,2810,ZC1,2023-08-01,3,0.063284165,
XA,MP,5331625001S,AFO,2810,ZC1,2023-11-01,1,0.063284165,
XA,MP,5331625001S,AFO,2810,ZC1,2024-02-01,1,0.063284165,
XA,MP,5331625001S,AFO,2810,ZC1,2024-03-01,2,0.063284165,
XA,MP,5331625001S,AFO,2810,ZC1,2024-04-01,1,0.063284165,
XA,MP,5331625001S,AFO,2810,ZC1,2024-06-01,2,0.063284165,
XA,MP,5331625001S,AFO,2810,ZC1,2024-11-01,3,0.063284165,
XA,MP,5331625001S,AFO,2810,ZC1,2024-12-01,2,0.063284165,
XA,MP,5331625001S,AFO,2810,ZC1,2025-03-01,1,0.063284165,
XA,MP,5331625001S,AFO,2810,ZC1,2025-12-01,2,0.063284165,
XA,MP,5331625001S,AFO,2810,ZGIO,2025-01-01,1,0.063284165,
XA,MP,5331625001S,AFO,2810,ZSD1,2022-10-01,1,0.063284165,
XA,MP,5331625001S,AFO,2810,Trade Orders,2021-03-01,1,0.063284165,0.063284165
XA,MP,5331625001S,AFO,2810,Trade Orders,2021-04-01,3,0.063284165,0.189852494
XA,MP,5331625001S,AFO,2810,Trade Orders,2021-05-01,9,0.063284165,0.569557482
XA,MP,5331625001S,AFO,2810,Trade Orders,2021-06-01,1,0.063284165,0.063284165
XA,MP,5331625001S,AFO,2810,Trade Orders,2021-07-01,4,0.063284165,0.253136659
XA,MP,5331625001S,AFO,2810,Trade Orders,2021-08-01,3,0.063284165,0.189852494
XA,MP,5331625001S,AFO,2810,Trade Orders,2021-09-01,3,0.063284165,0.189852494
XA,MP,5331625001S,AFO,2810,Trade Orders,2021-10-01,6,0.063284165,0.379704988
XA,MP,5331625001S,AFO,2810,Trade Orders,2021-11-01,6,0.063284165,0.379704988
XA,MP,5331625001S,AFO,2810,Trade Orders,2021-12-01,3,0.063284165,0.189852494
XA,MP,5331625001S,AFO,2810,Trade Orders,2022-01-01,4,0.063284165,0.253136659
XA,MP,5331625001S,AFO,2810,Trade Orders,2022-02-01,2,0.063284165,0.126568329
XA,MP,5331625001S,AFO,2810,Trade Orders,2022-03-01,3,0.063284165,0.189852494
XA,MP,5331625001S,AFO,2810,Trade Orders,2022-04-01,4,0.063284165,0.253136659
XA,MP,5331625001S,AFO,2810,Trade Orders,2022-05-01,2,0.063284165,0.126568329
XA,MP,5331625001S,AFO,2810,Trade Orders,2022-06-01,1,0.063284165,0.063284165
XA,MP,5331625001S,AFO,2810,Trade Orders,2022-07-01,3,0.063284165,0.189852494
XA,MP,5331625001S,AFO,2810,Trade Orders,2022-08-01,1,0.063284165,0.063284165
XA,MP,5331625001S,AFO,2810,Trade Orders,2022-10-01,7,0.063284165,0.442989152
XA,MP,5331625001S,AFO,2810,Trade Orders,2022-11-01,2,0.063284165,0.126568329
XA,MP,5331625001S,AFO,2810,Trade Orders,2022-12-01,1,0.063284165,0.063284165
XA,MP,5331625001S,AFO,2810,Trade Orders,2023-01-01,6,0.063284165,0.379704988
XA,MP,5331625001S,AFO,2810,Trade Orders,2023-02-01,3,0.063284165,0.189852494
XA,MP,5331625001S,AFO,2810,Trade Orders,2023-03-01,1,0.063284165,0.063284165
XA,MP,5331625001S,AFO,2810,Trade Orders,2023-04-01,5,0.063284165,0.316420823
XA,MP,5331625001S,AFO,2810,Trade Orders,2023-05-01,2,0.063284165,0.126568329
XA,MP,5331625001S,AFO,2810,Trade Orders,2023-07-01,1,0.063284165,0.063284165
XA,MP,5331625001S,AFO,2810,Trade Orders,2023-08-01,3,0.063284165,0.189852494
XA,MP,5331625001S,AFO,2810,Trade Orders,2023-09-01,2,0.063284165,0.126568329
XA,MP,5331625001S,AFO,2810,Trade Orders,2023-10-01,2,0.063284165,0.126568329
XA,MP,5331625001S,AFO,2810,Trade Orders,2023-11-01,3,0.063284165,0.189852494
XA,MP,5331625001S,AFO,2810,Trade Orders,2024-01-01,1,0.063284165,0.063284165
XA,MP,5331625001S,AFO,2810,Trade Orders,2024-02-01,1,0.063284165,0.063284165
XA,MP,5331625001S,AFO,2810,Trade Orders,2024-03-01,4,0.063284165,0.253136659
XA,MP,5331625001S,AFO,2810,Trade Orders,2024-05-01,4,0.063284165,0.253136659
XA,MP,5331625001S,AFO,2810,Trade Orders,2024-06-01,2,0.063284165,0.126568329
XA,MP,5331625001S,AFO,2810,Trade Orders,2024-07-01,1,0.063284165,0.063284165
XA,MP,5331625001S,AFO,2810,Trade Orders,2024-08-01,3,0.063284165,0.189852494
XA,MP,5331625001S,AFO,2810,Trade Orders,2024-09-01,2,0.063284165,0.126568329
XA,MP,5331625001S,AFO,2810,Trade Orders,2024-10-01,2,0.063284165,0.126568329
XA,MP,5331625001S,AFO,2810,Trade Orders,2024-11-01,4,0.063284165,0.253136659
XA,MP,5331625001S,AFO,2810,Trade Orders,2025-01-01,1,0.063284165,0.063284165
XA,MP,5331625001S,AFO,2810,Trade Orders,2025-03-01,2,0.063284165,0.126568329
XA,MP,5331625001S,AFO,2810,Trade Orders,2025-04-01,3,0.063284165,0.189852494
XA,MP,5331625001S,AFO,2810,Trade Orders,2025-05-01,3,0.063284165,0.189852494
XA,MP,5331625001S,AFO,2810,Trade Orders,2025-06-01,1,0.063284165,0.063284165
XA,MP,5331625001S,AFO,2810,Trade Orders,2025-07-01,3,0.063284165,0.189852494
XA,MP,5331625001S,AFO,2810,Trade Orders,2025-10-01,1,0.063284165,0.063284165
XA,MP,5331625001S,AFO,2810,Trade Orders,2025-11-01,2,0.063284165,0.126568329
XA,MP,5331625001S,AFO,2810,Trade Orders,2025-12-01,2,0.063284165,0.126568329
XA,MP,5331625001S,AFO,2810,Trade Orders,2026-01-01,2,0.063284165,0.126568329
XA,MP,5331625001S,AFO,2810,Trade Orders,2026-03-01,2,0.063284165,0.126568329
XA,MP,5331625001S,APAC,SG10,ZGIO,2022-11-01,1,0.055618518,
XA,MP,5331625001S,APAC,SG10,Trade Orders,2025-12-01,1,0.055618518,0.055618518
XA,MP,5331625001S,GCFO,SG10,Trade Orders,2021-04-01,1,0.074470035,0.074470035
XA,MP,5331625001S,GCFO,SG10,Trade Orders,2021-06-01,1,0.074470035,0.074470035
XA,MP,5331625001S,GCFO,SG10,Trade Orders,2021-08-01,1,0.074470035,0.074470035
XA,MP,5331625001S,GCFO,SG10,Trade Orders,2021-10-01,1,0.074470035,0.074470035
XA,MP,5331625001S,GCFO,SG10,Trade Orders,2021-11-01,1,0.074470035,0.074470035
XA,MP,5331625001S,GCFO,SG10,Trade Orders,2021-12-01,1,0.074470035,0.074470035
XA,MP,5331625001S,GCFO,SG10,Trade Orders,2022-07-01,1,0.074470035,0.074470035
XA,MP,5331625001S,GCFO,SG10,Trade Orders,2023-03-01,1,0.074470035,0.074470035
XA,NovoCyte-CE IVD,2010004CE,APAC,SG10,Trade Orders,2022-08-01,1,0.07240004,0.07240004
XA,NovoCyte-CE IVD,2010004CE,APAC,SG10,Trade Orders,2024-03-01,1,0.07240004,0.07240004
XA,NovoCyte-CE IVD,2010004CE,APAC,SG10,Trade Orders,2025-11-01,1,0.07240004,0.07240004
XA,NovoCyte-CE IVD,2010004CE,EMEA,B410,Trade Orders,2024-10-01,1,0.089521115,0.089521115
XA,NovoCyte-CE IVD,2010011CE,EMEA,B410,Trade Orders,2023-05-01,1,0.089521115,0.089521115
XA,NovoCyte-CE IVD,2010011CE,EMEA,B410,Trade Orders,2025-04-01,1,0.089521115,0.089521115
XA,NovoCyte-CE IVD,2010064CE,EMEA,B410,Trade Orders,2021-08-01,1,0.089521115,0.089521115
XA,NovoCyte-CE IVD,2010064CE,EMEA,B410,Trade Orders,2024-01-01,1,0.089521115,0.089521115
XA,NovoCyte-IVD,3990101,GCFO,R805,Trade Orders,2024-06-01,1,0.044052104,0.044052104
XA,NovoCyte-IVD,3990102,GCFO,R805,Trade Orders,2020-10-01,1,0.044052104,0.044052104
XA,NovoCyte-IVD,3990102,GCFO,R805,Trade Orders,2020-12-01,1,0.044052104,0.044052104
XA,NovoCyte-IVD,3990102,GCFO,R805,Trade Orders,2021-03-01,1,0.044052104,0.044052104
XA,NovoCyte-IVD,3990103,GCFO,R805,Trade Orders,2022-08-01,1,0.044052104,0.044052104
XA,NovoCyte-IVD,3990103,GCFO,R805,Trade Orders,2022-11-01,1,0.044052104,0.044052104
XA,NovoCyte-IVD,3990103,GCFO,R805,Trade Orders,2023-01-01,1,0.044052104,0.044052104
XA,NovoCyte-IVD,3990103,GCFO,R805,Trade Orders,2023-02-01,1,0.044052104,0.044052104
XA,NovoCyte-IVD,3990104,GCFO,R805,Trade Orders,2021-07-01,1,0.044052104,0.044052104
XA,NovoCyte-IVD,3990104,GCFO,R805,Trade Orders,2022-08-01,1,0.044052104,0.044052104
XA,NovoCyte-IVD,3990104,GCFO,R805,Trade Orders,2022-10-01,2,0.044052104,0.088104208
XA,NovoCyte-IVD,3990104,GCFO,R805,Trade Orders,2023-03-01,1,0.044052104,0.044052104
XA,NovoCyte-IVD,3990201,GCFO,R805,ZSD1,2021-03-01,2,0.044052104,
XA,NovoCyte-IVD,3990201,GCFO,R805,Trade Orders,2020-10-01,1,0.044052104,0.044052104
XA,NovoCyte-IVD,3990201,GCFO,R805,Trade Orders,2020-11-01,3,0.044052104,0.132156312
XA,NovoCyte-IVD,3990201,GCFO,R805,Trade Orders,2020-12-01,1,0.044052104,0.044052104
XA,NovoCyte-IVD,3990201,GCFO,R805,Trade Orders,2021-01-01,5,0.044052104,0.22026052
XA,NovoCyte-IVD,3990201,GCFO,R805,Trade Orders,2021-02-01,3,0.044052104,0.132156312
XA,NovoCyte-IVD,3990201,GCFO,R805,Trade Orders,2021-03-01,3,0.044052104,0.132156312
XA,NovoCyte-IVD,3990201,GCFO,R805,Trade Orders,2021-04-01,3,0.044052104,0.132156312
XA,NovoCyte-IVD,3990201,GCFO,R805,Trade Orders,2021-05-01,3,0.044052104,0.132156312
XA,NovoCyte-IVD,3990201,GCFO,R805,Trade Orders,2021-06-01,1,0.044052104,0.044052104
XA,NovoCyte-IVD,3990201,GCFO,R805,Trade Orders,2021-07-01,4,0.044052104,0.176208416
XA,NovoCyte-IVD,3990201,GCFO,R805,Trade Orders,2021-08-01,3,0.044052104,0.132156312
XA,NovoCyte-IVD,3990201,GCFO,R805,Trade Orders,2021-09-01,3,0.044052104,0.132156312
XA,NovoCyte-IVD,3990201,GCFO,R805,Trade Orders,2021-10-01,5,0.044052104,0.22026052
XA,NovoCyte-IVD,3990201,GCFO,R805,Trade Orders,2021-11-01,5,0.044052104,0.22026052
XA,NovoCyte-IVD,3990201,GCFO,R805,Trade Orders,2021-12-01,2,0.044052104,0.088104208
XA,NovoCyte-IVD,3990201,GCFO,R805,Trade Orders,2022-01-01,2,0.044052104,0.088104208
XA,NovoCyte-IVD,3990201,GCFO,R805,Trade Orders,2022-02-01,2,0.044052104,0.088104208
XA,NovoCyte-IVD,3990201,GCFO,R805,Trade Orders,2022-03-01,2,0.044052104,0.088104208
XA,NovoCyte-IVD,3990201,GCFO,R805,Trade Orders,2022-04-01,2,0.044052104,0.088104208
XA,NovoCyte-IVD,3990201,GCFO,R805,Trade Orders,2022-06-01,1,0.044052104,0.044052104
XA,NovoCyte-IVD,3990201,GCFO,R805,Trade Orders,2022-10-01,1,0.044052104,0.044052104
XA,NovoCyte-IVD,3990201,GCFO,R805,Trade Orders,2022-11-01,2,0.044052104,0.088104208
XA,NovoCyte-IVD,3990201,GCFO,R805,Trade Orders,2022-12-01,1,0.044052104,0.044052104
XA,NovoCyte-IVD,3990201,GCFO,R805,Trade Orders,2023-01-01,2,0.044052104,0.088104208
XA,NovoCyte-IVD,3990201,GCFO,R805,Trade Orders,2023-03-01,2,0.044052104,0.088104208
XA,NovoCyte-IVD,3990201,GCFO,R805,Trade Orders,2023-04-01,1,0.044052104,0.044052104
XA,NovoCyte-IVD,3990201,GCFO,R805,Trade Orders,2023-06-01,2,0.044052104,0.088104208
XA,NovoCyte-IVD,3990201,GCFO,R805,Trade Orders,2023-07-01,1,0.044052104,0.044052104
XA,NovoCyte-IVD,3990201,GCFO,R805,Trade Orders,2023-10-01,2,0.044052104,0.088104208
XA,NovoCyte-IVD,3990201,GCFO,R805,Trade Orders,2024-01-01,1,0.044052104,0.044052104
XA,NovoCyte-IVD,3990201,GCFO,R805,Trade Orders,2024-02-01,3,0.044052104,0.132156312
XA,NovoCyte-IVD,3990201,GCFO,R805,Trade Orders,2024-03-01,1,0.044052104,0.044052104
XA,NovoCyte-IVD,3990201,GCFO,R805,Trade Orders,2024-04-01,1,0.044052104,0.044052104
XA,NovoCyte-IVD,3990201,GCFO,R805,Trade Orders,2024-06-01,2,0.044052104,0.088104208
XA,NovoCyte-IVD,3990201,GCFO,R805,Trade Orders,2024-07-01,1,0.044052104,0.044052104
XA,NovoCyte-IVD,3990201,GCFO,R805,Trade Orders,2025-01-01,1,0.044052104,0.044052104
XA,NovoCyte-IVD,3990201,GCFO,R805,Trade Orders,2025-05-01,1,0.044052104,0.044052104
XA,NovoCyte-IVD,3990201,GCFO,R805,Trade Orders,2025-11-01,1,0.044052104,0.044052104
XA,NovoCyte-IVD,3990201,GCFO,R805,Trade Orders,2026-01-01,1,0.044052104,0.044052104
XA,NovoCyte-IVD,3990203,GCFO,R805,ZGIO,2022-02-01,2,0.044052104,
XA,NovoCyte-IVD,3990203,GCFO,R805,Trade Orders,2020-11-01,1,0.044052104,0.044052104
XA,NovoCyte-IVD,3990203,GCFO,R805,Trade Orders,2020-12-01,4,0.044052104,0.176208416
XA,NovoCyte-IVD,3990203,GCFO,R805,Trade Orders,2021-01-01,2,0.044052104,0.088104208
XA,NovoCyte-IVD,3990203,GCFO,R805,Trade Orders,2021-02-01,1,0.044052104,0.044052104
XA,NovoCyte-IVD,3990203,GCFO,R805,Trade Orders,2021-04-01,1,0.044052104,0.044052104
XA,NovoCyte-IVD,3990203,GCFO,R805,Trade Orders,2021-05-01,3,0.044052104,0.132156312
XA,NovoCyte-IVD,3990203,GCFO,R805,Trade Orders,2021-07-01,1,0.044052104,0.044052104
XA,NovoCyte-IVD,3990203,GCFO,R805,Trade Orders,2021-08-01,2,0.044052104,0.088104208
XA,NovoCyte-IVD,3990203,GCFO,R805,Trade Orders,2021-09-01,1,0.044052104,0.044052104
XA,NovoCyte-IVD,3990203,GCFO,R805,Trade Orders,2021-10-01,4,0.044052104,0.176208416
XA,NovoCyte-IVD,3990203,GCFO,R805,Trade Orders,2021-11-01,4,0.044052104,0.176208416
XA,NovoCyte-IVD,3990203,GCFO,R805,Trade Orders,2021-12-01,1,0.044052104,0.044052104
XA,NovoCyte-IVD,3990203,GCFO,R805,Trade Orders,2022-01-01,1,0.044052104,0.044052104
XA,NovoCyte-IVD,3990203,GCFO,R805,Trade Orders,2022-02-01,2,0.044052104,0.088104208
XA,NovoCyte-IVD,3990203,GCFO,R805,Trade Orders,2022-03-01,4,0.044052104,0.176208416
XA,NovoCyte-IVD,3990203,GCFO,R805,Trade Orders,2022-04-01,4,0.044052104,0.176208416
XA,NovoCyte-IVD,3990203,GCFO,R805,Trade Orders,2022-05-01,2,0.044052104,0.088104208
XA,NovoCyte-IVD,3990203,GCFO,R805,Trade Orders,2022-06-01,4,0.044052104,0.176208416
XA,NovoCyte-IVD,3990203,GCFO,R805,Trade Orders,2022-07-01,5,0.044052104,0.22026052
XA,NovoCyte-IVD,3990203,GCFO,R805,Trade Orders,2022-08-01,4,0.044052104,0.176208416
XA,NovoCyte-IVD,3990203,GCFO,R805,Trade Orders,2022-09-01,3,0.044052104,0.132156312
XA,NovoCyte-IVD,3990203,GCFO,R805,Trade Orders,2022-10-01,5,0.044052104,0.22026052
XA,NovoCyte-IVD,3990203,GCFO,R805,Trade Orders,2022-11-01,1,0.044052104,0.044052104
XA,NovoCyte-IVD,3990203,GCFO,R805,Trade Orders,2022-12-01,3,0.044052104,0.132156312
XA,NovoCyte-IVD,3990203,GCFO,R805,Trade Orders,2023-01-01,5,0.044052104,0.22026052
XA,NovoCyte-IVD,3990203,GCFO,R805,Trade Orders,2023-02-01,1,0.044052104,0.044052104
XA,NovoCyte-IVD,3990203,GCFO,R805,Trade Orders,2023-03-01,3,0.044052104,0.132156312
XA,NovoCyte-IVD,3990203,GCFO,R805,Trade Orders,2023-04-01,1,0.044052104,0.044052104
XA,NovoCyte-IVD,3990203,GCFO,R805,Trade Orders,2023-05-01,1,0.044052104,0.044052104
XA,NovoCyte-IVD,3990203,GCFO,R805,Trade Orders,2023-06-01,3,0.044052104,0.132156312
XA,NovoCyte-IVD,3990203,GCFO,R805,Trade Orders,2023-07-01,3,0.044052104,0.132156312
XA,NovoCyte-IVD,3990203,GCFO,R805,Trade Orders,2023-08-01,6,0.044052104,0.264312623
XA,NovoCyte-IVD,3990203,GCFO,R805,Trade Orders,2023-09-01,2,0.044052104,0.088104208
XA,NovoCyte-IVD,3990203,GCFO,R805,Trade Orders,2023-10-01,2,0.044052104,0.088104208
XA,NovoCyte-IVD,3990203,GCFO,R805,Trade Orders,2023-11-01,1,0.044052104,0.044052104
XA,NovoCyte-IVD,3990203,GCFO,R805,Trade Orders,2023-12-01,2,0.044052104,0.088104208
XA,NovoCyte-IVD,3990203,GCFO,R805,Trade Orders,2024-03-01,1,0.044052104,0.044052104
XA,NovoCyte-IVD,3990203,GCFO,R805,Trade Orders,2024-04-01,6,0.044052104,0.264312623
XA,NovoCyte-IVD,3990203,GCFO,R805,Trade Orders,2024-05-01,3,0.044052104,0.132156312
XA,NovoCyte-IVD,3990203,GCFO,R805,Trade Orders,2024-06-01,1,0.044052104,0.044052104
XA,NovoCyte-IVD,3990203,GCFO,R805,Trade Orders,2024-07-01,2,0.044052104,0.088104208
XA,NovoCyte-IVD,3990203,GCFO,R805,Trade Orders,2024-08-01,5,0.044052104,0.22026052
XA,NovoCyte-IVD,3990203,GCFO,R805,Trade Orders,2024-09-01,1,0.044052104,0.044052104
XA,NovoCyte-IVD,3990203,GCFO,R805,Trade Orders,2024-10-01,1,0.044052104,0.044052104
XA,NovoCyte-IVD,3990203,GCFO,R805,Trade Orders,2024-11-01,1,0.044052104,0.044052104
XA,NovoCyte-IVD,3990203,GCFO,R805,Trade Orders,2025-01-01,1,0.044052104,0.044052104
XA,NovoCyte-IVD,3990203,GCFO,R805,Trade Orders,2025-03-01,3,0.044052104,0.132156312
XA,NovoCyte-IVD,3990203,GCFO,R805,Trade Orders,2025-04-01,2,0.044052104,0.088104208
XA,NovoCyte-IVD,3990203,GCFO,R805,Trade Orders,2025-05-01,2,0.044052104,0.088104208
XA,NovoCyte-IVD,3990203,GCFO,R805,Trade Orders,2025-06-01,1,0.044052104,0.044052104
XA,NovoCyte-IVD,3990203,GCFO,R805,Trade Orders,2025-11-01,2,0.044052104,0.088104208
XA,NovoCyte-IVD,3990203,GCFO,R805,Trade Orders,2025-12-01,2,0.044052104,0.088104208
XA,NovoCyte-IVD,3990203,GCFO,R805,Trade Orders,2026-01-01,2,0.044052104,0.088104208
XA,NovoCyte-IVD,3990203,GCFO,R805,Trade Orders,2026-02-01,1,0.044052104,0.044052104
XA,NovoCyte-IVD,3990203,GCFO,R805,Trade Orders,2026-05-01,1,0.044052104,0.044052104
XA,NovoCyte-IVD,3990204,GCFO,R805,Trade Orders,2021-10-01,1,0.044052104,0.044052104
XA,NovoCyte-IVD,3990301,GCFO,R805,ZGIO,2022-02-01,1,0.044052104,
XA,NovoCyte-IVD,3990301,GCFO,R805,ZSD1,2021-08-01,1,0.044052104,
XA,NovoCyte-IVD,3990301,GCFO,R805,ZSD1,2025-06-01,1,0.044052104,
XA,NovoCyte-IVD,3990301,GCFO,R805,Trade Orders,2021-02-01,1,0.044052104,0.044052104
XA,NovoCyte-IVD,3990301,GCFO,R805,Trade Orders,2021-03-01,1,0.044052104,0.044052104
XA,NovoCyte-IVD,3990301,GCFO,R805,Trade Orders,2021-04-01,1,0.044052104,0.044052104
XA,NovoCyte-IVD,3990301,GCFO,R805,Trade Orders,2021-05-01,1,0.044052104,0.044052104
XA,NovoCyte-IVD,3990301,GCFO,R805,Trade Orders,2021-07-01,3,0.044052104,0.132156312
XA,NovoCyte-IVD,3990301,GCFO,R805,Trade Orders,2021-09-01,5,0.044052104,0.22026052
XA,NovoCyte-IVD,3990301,GCFO,R805,Trade Orders,2021-10-01,4,0.044052104,0.176208416
XA,NovoCyte-IVD,3990301,GCFO,R805,Trade Orders,2021-11-01,4,0.044052104,0.176208416
XA,NovoCyte-IVD,3990301,GCFO,R805,Trade Orders,2021-12-01,2,0.044052104,0.088104208
XA,NovoCyte-IVD,3990301,GCFO,R805,Trade Orders,2022-01-01,2,0.044052104,0.088104208
XA,NovoCyte-IVD,3990301,GCFO,R805,Trade Orders,2022-02-01,1,0.044052104,0.044052104
XA,NovoCyte-IVD,3990301,GCFO,R805,Trade Orders,2022-05-01,4,0.044052104,0.176208416
XA,NovoCyte-IVD,3990301,GCFO,R805,Trade Orders,2022-07-01,3,0.044052104,0.132156312
XA,NovoCyte-IVD,3990301,GCFO,R805,Trade Orders,2022-08-01,2,0.044052104,0.088104208
XA,NovoCyte-IVD,3990301,GCFO,R805,Trade Orders,2022-09-01,1,0.044052104,0.044052104
XA,NovoCyte-IVD,3990301,GCFO,R805,Trade Orders,2022-10-01,8,0.044052104,0.352416831
